ID_Konten,Season,No_Urut,Judul_Episode,Sinopsis
SE-007,2,3,S2 E3 | Panggung Impian: Misi Mengalahkan,"Di episode ini, Juri Simon harus mengalahkan musuh lama ketika seorang tokoh kunci menghilang tanpa jejak yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-007,2,4,S2 E4 | Panggung Impian: Misi Mengekspos,"Di episode ini, Guru Vokal harus melindungi sekutu terdekat ketika protagonis bertemu versi dirinya dari masa depan yang tiba-tiba mengancam pengasingan dari komunitas."
SE-007,2,5,S2 E5 | Audisi Terakhir: Misi Membuktikan,"Di episode ini, Kontestan Favorit harus mengambil risiko besar ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-007,2,6,S2 E6 | Audisi Terakhir: Misi Menghadapi,"Di episode ini, Juri Simon harus memenangkan pertarungan hukum ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba membuka portal ke dimensi asing."
SE-007,2,7,S2 E7 | Audisi Terakhir: Misi Membuat,"Di episode ini, Guru Vokal harus mengalahkan musuh lama ketika salah satu keluarga ditangkap FBI yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-007,2,8,S2 E8 | Juri Kejam: Misi Memenangkan,"Di episode ini, Kontestan Favorit harus mengekspos pengkhianatan ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba menyebabkan kerugian finansial yang tak terpulihkan."
SE-008,1,1,S1 E1 | Skandal Keuangan: Misi Membuat,"Di episode ini, Anak Sulung Michael harus menghadapi dilema moral ketika seorang tokoh kunci menghilang tanpa jejak yang tiba-tiba memaksanya berhadapan dengan mentor yang korup."
SE-008,1,2,S1 E2 | Skandal Keuangan: Misi Memenangkan,"Di episode ini, Ibu Lucille harus membuat keputusan drastis ketika sistem pertahanan koloni gagal total yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-008,1,3,S1 E3 | Bangkrut: Misi Mengalahkan,"Di episode ini, Adik Bungsu Buster harus membuktikan konspirasi ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-008,1,4,S1 E4 | Skandal Keuangan: Misi Menghadapi,"Di episode ini, Anak Sulung Michael harus mengekspos pengkhianatan ketika seorang tokoh kunci menghilang tanpa jejak yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-008,1,5,S1 E5 | Bangkrut: Misi Mengamankan,"Di episode ini, Ibu Lucille harus mengambil risiko besar ketika sumber daya musik utama terputus yang tiba-tiba mempertaruhkan nyawa seluruh anggota tim."
SE-008,1,6,S1 E6 | Warisan: Misi Merayakan,"Di episode ini, Adik Bungsu Buster harus membuat keputusan drastis ketika sumber daya musik utama terputus yang tiba-tiba membuka portal ke dimensi asing."
SE-008,1,7,S1 E7 | Kekacauan Bisnis: Misi Merayakan,"Di episode ini, Anak Sulung Michael harus melindungi sekutu terdekat ketika musisi diancam kecanduan yang kambuh yang tiba-tiba mengancam pengasingan dari komunitas."
SE-008,1,8,S1 E8 | Bangkrut: Misi Menghadapi,"Di episode ini, Ibu Lucille harus menghadapi dilema moral ketika sebuah artefak kuno diaktifkan yang tiba-tiba mengharuskan mereka melakukan perjalanan waktu segera."
SE-008,2,1,S2 E1 | Kekacauan Bisnis: Misi Menghadapi,"Di episode ini, Adik Bungsu Buster harus mengalahkan musuh lama ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba mengharuskan mereka melakukan perjalanan waktu segera."
SE-008,2,2,S2 E2 | Skandal Keuangan: Misi Membuat,"Di episode ini, Anak Sulung Michael harus memenangkan pertarungan hukum ketika sebuah pesan terenkripsi terungkap yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-008,2,3,S2 E3 | Bangkrut: Misi Mengamankan,"Di episode ini, Ibu Lucille harus menghadapi dilema moral ketika musisi diancam kecanduan yang kambuh yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-008,2,4,S2 E4 | Skandal Keuangan: Misi Mencari,"Di episode ini, Adik Bungsu Buster harus memenangkan pertarungan hukum ketika musisi diancam kecanduan yang kambuh yang tiba-tiba mengubah masa depan proyek secara permanen."
SE-008,2,5,S2 E5 | Skandal Keuangan: Misi Memenangkan,"Di episode ini, Anak Sulung Michael harus mencari kebenaran yang hilang ketika sebuah pesan terenkripsi terungkap yang tiba-tiba mengubah masa depan proyek secara permanen."
SE-008,2,6,S2 E6 | Kekacauan Bisnis: Misi Menyelesaikan,"Di episode ini, Ibu Lucille harus mengalahkan musuh lama ketika salah satu keluarga ditangkap FBI yang tiba-tiba mengancam pengasingan dari komunitas."
SE-008,2,7,S2 E7 | Kekacauan Bisnis: Misi Mengalahkan,"Di episode ini, Adik Bungsu Buster harus mencari kebenaran yang hilang ketika sebuah pesan terenkripsi terungkap yang tiba-tiba memaksanya berhadapan dengan mentor yang korup."
SE-008,2,8,S2 E8 | Warisan: Misi Menghadapi,"Di episode ini, Anak Sulung Michael harus menyelesaikan misi mustahil ketika seorang tokoh kunci menghilang tanpa jejak yang tiba-tiba mengubah masa depan proyek secara permanen."
SE-009,1,1,S1 E1 | Realitas Kejam: Misi Membuktikan,"Di episode ini, Rapper Muda Earn harus mengekspos pengkhianatan ketika sumber daya musik utama terputus yang tiba-tiba menyebabkan kerugian finansial yang tak terpulihkan."
SE-009,1,2,S1 E2 | Perjuangan Jalanan: Misi Mengekspos,"Di episode ini, Musisi Lokal harus membuat keputusan drastis ketika data historis diakses tanpa izin yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-009,1,3,S1 E3 | Mimpi Rap: Misi Membuktikan,"Di episode ini, Pengejar Mimpi harus mencari kebenaran yang hilang ketika sebuah pesan terenkripsi terungkap yang tiba-tiba mempertaruhkan nyawa seluruh anggota tim."
SE-009,1,4,S1 E4 | Mimpi Rap: Misi Membuat,"Di episode ini, Rapper Muda Earn harus membuktikan konspirasi ketika musisi diancam kecanduan yang kambuh yang tiba-tiba membuka portal ke dimensi asing."
SE-009,1,5,S1 E5 | Skema Uang: Misi Melindungi,"Di episode ini, Musisi Lokal harus mengamankan sumber daya vital ketika salah satu keluarga ditangkap FBI yang tiba-tiba menyebabkan kerugian finansial yang tak terpulihkan."
SE-009,1,6,S1 E6 | Perjuangan Jalanan: Misi Mencari,"Di episode ini, Pengejar Mimpi harus merayakan kemenangan kecil ketika protagonis bertemu versi dirinya dari masa depan yang tiba-tiba mengharuskan mereka melakukan perjalanan waktu segera."
SE-009,1,7,S1 E7 | Perjuangan Jalanan: Misi Membuat,"Di episode ini, Rapper Muda Earn harus mengambil risiko besar ketika sistem pertahanan koloni gagal total yang tiba-tiba menarik perhatian Sindikat Gelap."
SE-009,1,8,S1 E8 | Realitas Kejam: Misi Mengambil,"Di episode ini, Musisi Lokal harus membuktikan konspirasi ketika protagonis bertemu versi dirinya dari masa depan yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-009,2,1,S2 E1 | Mimpi Rap: Misi Memenangkan,"Di episode ini, Pengejar Mimpi harus mengalahkan musuh lama ketika sistem pertahanan koloni gagal total yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-009,2,2,S2 E2 | Realitas Kejam: Misi Menyelesaikan,"Di episode ini, Rapper Muda Earn harus mengekspos pengkhianatan ketika sistem pertahanan koloni gagal total yang tiba-tiba mengungkapkan lokasi markas rahasia."
SE-009,2,3,S2 E3 | Skema Uang: Misi Mengamankan,"Di episode ini, Musisi Lokal harus mengekspos pengkhianatan ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba menyebabkan kerugian finansial yang tak terpulihkan."
SE-009,2,4,S2 E4 | Realitas Kejam: Misi Menghadapi,"Di episode ini, Pengejar Mimpi harus mencari kebenaran yang hilang ketika salah satu keluarga ditangkap FBI yang tiba-tiba mengubah masa depan proyek secara permanen."
SE-009,2,5,S2 E5 | Perjuangan Jalanan: Misi Menghadapi,"Di episode ini, Rapper Muda Earn harus memenangkan pertarungan hukum ketika sistem pertahanan koloni gagal total yang tiba-tiba mempertaruhkan nyawa seluruh anggota tim."
SE-009,2,6,S2 E6 | Realitas Kejam: Misi Mengambil,"Di episode ini, Musisi Lokal harus mengekspos pengkhianatan ketika seorang juri diculik yang tiba-tiba memecah belah aliansi yang rapuh."
SE-009,2,7,S2 E7 | Realitas Kejam: Misi Mengambil,"Di episode ini, Pengejar Mimpi harus menghadapi dilema moral ketika musisi diancam kecanduan yang kambuh yang tiba-tiba menyebabkan kerugian finansial yang tak terpulihkan."
SE-009,2,8,S2 E8 | Perjuangan Jalanan: Misi Mencari,"Di episode ini, Rapper Muda Earn harus mengalahkan musuh lama ketika data historis diakses tanpa izin yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-009,3,1,S3 E1 | Perjuangan Jalanan: Misi Melindungi,"Di episode ini, Musisi Lokal harus mencari kebenaran yang hilang ketika sumber daya musik utama terputus yang tiba-tiba menyebabkan kerugian finansial yang tak terpulihkan."
SE-009,3,2,S3 E2 | Skema Uang: Misi Membuktikan,"Di episode ini, Pengejar Mimpi harus mengamankan sumber daya vital ketika sistem pertahanan koloni gagal total yang tiba-tiba mengancam pengasingan dari komunitas."
SE-009,3,3,S3 E3 | Perjuangan Jalanan: Misi Mengambil,"Di episode ini, Rapper Muda Earn harus mengekspos pengkhianatan ketika peraturan baru jaringan TV diterapkan yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-009,3,4,S3 E4 | Realitas Kejam: Misi Mengalahkan,"Di episode ini, Musisi Lokal harus membuat keputusan drastis ketika musisi diancam kecanduan yang kambuh yang tiba-tiba mengungkapkan lokasi markas rahasia."
SE-009,3,5,S3 E5 | Skema Uang: Misi Mengalahkan,"Di episode ini, Pengejar Mimpi harus mengalahkan musuh lama ketika sebuah pesan terenkripsi terungkap yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-009,3,6,S3 E6 | Realitas Kejam: Misi Merayakan,"Di episode ini, Rapper Muda Earn harus mencari kebenaran yang hilang ketika sumber daya musik utama terputus yang tiba-tiba membuat Pengendali Elemen kehilangan kekuatan mereka."
SE-009,3,7,S3 E7 | Realitas Kejam: Misi Mencari,"Di episode ini, Musisi Lokal harus mengambil risiko besar ketika data historis diakses tanpa izin yang tiba-tiba mempertaruhkan nyawa seluruh anggota tim."
SE-009,3,8,S3 E8 | Mimpi Rap: Misi Mengambil,"Di episode ini, Pengejar Mimpi harus mengamankan sumber daya vital ketika perusahaan menghadapi tuntutan hukum mendadak yang tiba-tiba mengungkapkan lokasi markas rahasia."
SE-010,1,1,S1 E1 | Bending: Misi Membuktikan,"Di episode ini, Sang Avatar harus menyelesaikan misi mustahil ketika protagonis bertemu versi dirinya dari masa depan yang tiba-tiba mempertaruhkan nyawa seluruh anggota tim."
SE-010,1,2,S1 E2 | Misi Terakhir: Misi Menyelesaikan,"Di episode ini, Pengendali Elemen Api harus merayakan kemenangan kecil ketika sistem pertahanan koloni gagal total yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-010,1,3,S1 E3 | Misi Terakhir: Misi Mengekspos,"Di episode ini, Guru Spiritual harus membuktikan konspirasi ketika sumber daya musik utama terputus yang tiba-tiba mengancam pengasingan dari komunitas."
SE-010,1,4,S1 E4 | Keseimbangan: Misi Mengamankan,"Di episode ini, Sang Avatar harus merayakan kemenangan kecil ketika salah satu keluarga ditangkap FBI yang tiba-tiba memecah belah aliansi yang rapuh."
SE-010,1,5,S1 E5 | Misi Terakhir: Misi Mengamankan,"Di episode ini, Pengendali Elemen Api harus mengambil risiko besar ketika sumber daya musik utama terputus yang tiba-tiba mengharuskan mereka melakukan perjalanan waktu segera."
SE-010,1,6,S1 E6 | Keseimbangan: Misi Memenangkan,"Di episode ini, Guru Spiritual harus menghadapi dilema moral ketika sumber daya musik utama terputus yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-010,1,7,S1 E7 | Keseimbangan: Misi Mengekspos,"Di episode ini, Sang Avatar harus menghadapi dilema moral ketika sebuah artefak kuno diaktifkan yang tiba-tiba memecah belah aliansi yang rapuh."
SE-010,1,8,S1 E8 | Roh Jahat: Misi Mengamankan,"Di episode ini, Pengendali Elemen Api harus memenangkan pertarungan hukum ketika sebuah pesan terenkripsi terungkap yang tiba-tiba mengakibatkan eliminasi kontestan favorit."
SE-010,2,1,S2 E1 | Bending: Misi Menyelesaikan,"Di episode ini, Guru Spiritual harus memenangkan pertarungan hukum ketika seorang juri diculik yang tiba-tiba membuka portal ke dimensi asing."
SE-010,2,2,S2 E2 | Keseimbangan: Misi Merayakan,"Di episode ini, Sang Avatar harus memenangkan pertarungan hukum ketika salah satu keluarga ditangkap FBI yang tiba-tiba membuka portal ke dimensi asing."
SE-010,2,3,S2 E3 | Misi Terakhir: Misi Mencari,"Di episode ini, Pengendali Elemen Api harus menyelesaikan misi mustahil ketika sistem pertahanan koloni gagal total yang tiba-tiba mengubah masa depan proyek secara permanen."
SE-010,2,4,S2 E4 | Keseimbangan: Misi Menghadapi,"Di episode ini, Guru Spiritual harus mengekspos pengkhianatan ketika salah satu keluarga ditangkap FBI yang tiba-tiba membuka portal ke dimensi asing."
SE-010,2,5,S2 E5 | Keseimbangan: Misi Mencari,"Di episode ini, Sang Avatar harus merayakan kemenangan kecil ketika peraturan baru jaringan TV diterapkan yang tiba-tiba mengharuskan mereka melakukan perjalanan waktu segera."
SE-010,2,6,S2 E6 | Misi Terakhir: Misi Mengamankan,"Di episode ini, Pengendali Elemen Api harus melindungi sekutu terdekat ketika musisi diancam kecanduan yang kambuh yang tiba-tiba memecah belah aliansi yang rapuh."
SE-010,2,7,S2 E7 | Bending: Misi Mengamankan,"Di episode ini, Guru Spiritual harus mengambil risiko besar ketika seorang tokoh kunci menghilang tanpa jejak yang tiba-tiba mengubah masa depan proyek secara permanen."
SE-010,2,8,S2 E8 | Keseimbangan: Misi Mengekspos,"Di episode ini, Sang Avatar harus membuat keputusan drastis ketika protagonis bertemu versi dirinya dari masa depan yang tiba-tiba memaksanya berhadapan dengan mentor yang korup."
