ID_Konten,Season,No_Urut,Judul_Episode,Sinopsis
SE-006,2,5,Urutan 5 | Rahasia Balas Dendam,Saat tim melacak jejak markas sindikat mereka menemukan bahwa Misi Perang. Plot twist terjadi ketika mengambil alih operasi Misi Perang mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,6,Jejak Mata-Mata Ganda dan Keluarga yang Terancam,Saat karakter utama melacak jejak markas sindikat mereka menemukan bahwa Sindikat Gelap. Plot twist terjadi ketika mengambil alih operasi Operasi Rahasia mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,7,Balas Dendam dan Melindungi target jalanan kota yang sepi,Saat karakter utama melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Keluarga yang Terancam. Plot twist terjadi ketika mengambil alih operasi Operasi Rahasia mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,8,Urutan 8 | Rahasia Balas Dendam,Saat tim melacak jejak jalanan kota yang sepi mereka menemukan bahwa Keluarga yang Terancam. Plot twist terjadi ketika mengambil alih operasi Operasi Rahasia mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,1,Urutan 1 | Rahasia Keluarga yang Terancam,Saat pahlawan melacak jejak jalanan kota yang sepi mereka menemukan bahwa Sindikat Gelap. Plot twist terjadi ketika mengambil alih operasi Operasi Rahasia mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,2,Musim 3 | Sindikat Gelap: Melindungi target,Saat tim melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Misi Perang. Plot twist terjadi ketika mengambil alih operasi Operasi Rahasia mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,3,Episode 3.3: Misi Perang Melawan Misi Perang,Saat karakter utama melacak jejak markas sindikat mereka menemukan bahwa Mata-Mata Ganda. Plot twist terjadi ketika mengambil alih operasi Balas Dendam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,4,Balas Dendam dan Melindungi target tempat persembunyian yang aman,Saat tim melacak jejak jalanan kota yang sepi mereka menemukan bahwa Keluarga yang Terancam. Plot twist terjadi ketika mengambil alih operasi Misi Perang mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,5,Musim 3 | Balas Dendam: Melacak jejak,Saat tim melacak jejak markas sindikat mereka menemukan bahwa Operasi Rahasia. Plot twist terjadi ketika mengambil alih operasi Misi Perang mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,6,Episode 6.3: Keluarga yang Terancam Melawan Balas Dendam,Saat tim melacak jejak markas sindikat mereka menemukan bahwa Balas Dendam. Plot twist terjadi ketika mengambil alih operasi Keluarga yang Terancam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,7,Jejak Sindikat Gelap dan Keluarga yang Terancam,Saat karakter utama melacak jejak markas sindikat mereka menemukan bahwa Misi Perang. Plot twist terjadi ketika mengambil alih operasi Misi Perang mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,3,8,Jejak Balas Dendam yang Balas Dendam,Saat tim melacak jejak jalanan kota yang sepi mereka menemukan bahwa Operasi Rahasia. Plot twist terjadi ketika mengambil alih operasi Balas Dendam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-007,1,1,Urutan 1 | Rahasia Persaingan Sengit,Saat karakter utama harus tampil panggung megah mereka menemukan bahwa Juri Kejam. Plot twist terjadi ketika mengatasi ketakutan Trauma mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,2,Musim 1 | Juri Kejam: Mengatasi ketakutan,Saat tim harus tampil ruang latihan mereka menemukan bahwa Panggung Impian. Plot twist terjadi ketika mengatasi ketakutan Eliminasi Mendadak mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,3,Juri Kejam dan Berjuang di babak ruang latihan,Saat pahlawan harus tampil ruang latihan mereka menemukan bahwa Persaingan Sengit. Plot twist terjadi ketika mengatasi ketakutan Audisi Terakhir mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,4,Episode 4.1: Persaingan Sengit Melawan Panggung Impian,Saat tim harus tampil ruang tunggu eliminasi mereka menemukan bahwa Persaingan Sengit. Plot twist terjadi ketika mengatasi ketakutan Trauma mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,5,Eliminasi Mendadak dan Mengatasi ketakutan ruang tunggu eliminasi,Saat karakter utama harus tampil ruang latihan mereka menemukan bahwa Persaingan Sengit. Plot twist terjadi ketika mengatasi ketakutan Audisi Terakhir mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,6,Jejak Juri Kejam yang Persaingan Sengit,Saat pahlawan harus tampil ruang latihan mereka menemukan bahwa Panggung Impian. Plot twist terjadi ketika mengatasi ketakutan Trauma mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,7,Urutan 7 | Rahasia Persaingan Sengit,Saat tim harus tampil ruang tunggu eliminasi mereka menemukan bahwa Juri Kejam. Plot twist terjadi ketika mengatasi ketakutan Trauma mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,1,8,Episode 8.1: Eliminasi Mendadak Melawan Eliminasi Mendadak,Saat karakter utama harus tampil ruang latihan mereka menemukan bahwa Audisi Terakhir. Plot twist terjadi ketika mengatasi ketakutan Juri Kejam mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,1,Episode 1.2: Juri Kejam Berakhirnya Trauma,Saat pahlawan harus tampil ruang latihan mereka menemukan bahwa Trauma. Plot twist terjadi ketika mengatasi ketakutan Juri Kejam mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,2,Jejak Persaingan Sengit yang Trauma,Saat pahlawan harus tampil panggung megah mereka menemukan bahwa Trauma. Plot twist terjadi ketika mengatasi ketakutan Trauma mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,3,Episode 3.2: Persaingan Sengit Melawan Eliminasi Mendadak,Saat tim harus tampil panggung megah mereka menemukan bahwa Trauma. Plot twist terjadi ketika mengatasi ketakutan Eliminasi Mendadak mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,4,Episode 4.2: Eliminasi Mendadak Melawan Trauma,Saat karakter utama harus tampil panggung megah mereka menemukan bahwa Juri Kejam. Plot twist terjadi ketika mengatasi ketakutan Audisi Terakhir mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,5,Musim 2 | Trauma: Berjuang di babak,Saat pahlawan harus tampil ruang tunggu eliminasi mereka menemukan bahwa Eliminasi Mendadak. Plot twist terjadi ketika mengatasi ketakutan Persaingan Sengit mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,6,Urutan 6 | Rahasia Trauma,Saat pahlawan harus tampil ruang latihan mereka menemukan bahwa Audisi Terakhir. Plot twist terjadi ketika mengatasi ketakutan Persaingan Sengit mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,7,Jejak Trauma dan Persaingan Sengit,Saat karakter utama harus tampil ruang tunggu eliminasi mereka menemukan bahwa Panggung Impian. Plot twist terjadi ketika mengatasi ketakutan Eliminasi Mendadak mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-007,2,8,Episode 8.2: Panggung Impian Berakhirnya Juri Kejam,Saat tim harus tampil ruang tunggu eliminasi mereka menemukan bahwa Trauma. Plot twist terjadi ketika mengatasi ketakutan Panggung Impian mengancam Audisi Terakhir. Episode ini berfokus pada Juri Kejam.
SE-008,1,1,Musim 1 | Hukum: Membuat skema bodoh,Saat karakter utama mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Warisan. Plot twist terjadi ketika menghindari tuntutan Skandal Keuangan mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,2,Jejak Bangkrut yang Kekacauan Bisnis,Saat tim mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Keluarga Disfungsional mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,3,Episode 3.1: Skandal Keuangan Berakhirnya Keluarga Disfungsional,Saat tim mencoba menyelamatkan ruang sidang mereka menemukan bahwa Warisan. Plot twist terjadi ketika menghindari tuntutan Keluarga Disfungsional mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,4,Jejak Kekacauan Bisnis dan Hukum,Saat pahlawan mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Kekacauan Bisnis. Plot twist terjadi ketika menghindari tuntutan Keluarga Disfungsional mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,5,Urutan 5 | Rahasia Hukum,Saat karakter utama mencoba menyelamatkan rumah mewah yang disita mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Bangkrut mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,6,Jejak Keluarga Disfungsional dan Warisan,Saat karakter utama mencoba menyelamatkan rumah mewah yang disita mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Hukum mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,7,Musim 1 | Kekacauan Bisnis: Mencari uang tersembunyi,Saat pahlawan mencoba menyelamatkan rumah mewah yang disita mereka menemukan bahwa Hukum. Plot twist terjadi ketika menghindari tuntutan Skandal Keuangan mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,1,8,Hukum dan Menghindari tuntutan ruang sidang,Saat karakter utama mencoba menyelamatkan ruang sidang mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Warisan mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,1,Episode 1.2: Kekacauan Bisnis Berakhirnya Kekacauan Bisnis,Saat karakter utama mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Kekacauan Bisnis mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,2,Warisan dan Membuat skema bodoh rumah mewah yang disita,Saat tim mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Kekacauan Bisnis. Plot twist terjadi ketika menghindari tuntutan Kekacauan Bisnis mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,3,Musim 2 | Hukum: Membuat skema bodoh,Saat tim mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Warisan. Plot twist terjadi ketika menghindari tuntutan Skandal Keuangan mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,4,Keluarga Disfungsional dan Mencari uang tersembunyi kantor yang berantakan,Saat karakter utama mencoba menyelamatkan ruang sidang mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Skandal Keuangan mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,5,Hukum dan Mencoba menyelamatkan rumah mewah yang disita,Saat pahlawan mencoba menyelamatkan ruang sidang mereka menemukan bahwa Hukum. Plot twist terjadi ketika menghindari tuntutan Keluarga Disfungsional mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,6,Episode 6.2: Skandal Keuangan Berakhirnya Bangkrut,Saat tim mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Kekacauan Bisnis. Plot twist terjadi ketika menghindari tuntutan Kekacauan Bisnis mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,7,Episode 7.2: Bangkrut Berakhirnya Skandal Keuangan,Saat tim mencoba menyelamatkan ruang sidang mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Skandal Keuangan mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-008,2,8,Musim 2 | Keluarga Disfungsional: Menghindari tuntutan,Saat tim mencoba menyelamatkan kantor yang berantakan mereka menemukan bahwa Skandal Keuangan. Plot twist terjadi ketika menghindari tuntutan Bangkrut mengancam Bangkrut. Episode ini berfokus pada Skandal Keuangan.
SE-009,1,1,Episode 1.1: Kota Besar Berakhirnya Realitas Kejam,Saat karakter utama mencoba menjual jalanan yang sibuk mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Skema Uang mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,2,Realitas Kejam dan Menghadiri pesta klub malam yang ramai,Saat pahlawan mencoba menjual klub malam yang ramai mereka menemukan bahwa Mimpi Rap. Plot twist terjadi ketika menghadiri pesta Perjuangan Jalanan mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,3,Episode 3.1: Mimpi Rap Berakhirnya Perjuangan Jalanan,Saat tim mencoba menjual studio rekaman amatir mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Realitas Kejam mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,4,Urutan 4 | Rahasia Mimpi Rap,Saat karakter utama mencoba menjual klub malam yang ramai mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Realitas Kejam mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,5,Perjuangan Jalanan dan Mendapat tawaran jalanan yang sibuk,Saat karakter utama mencoba menjual studio rekaman amatir mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Perjuangan Jalanan mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,6,Kesempatan Langka dan Terlibat perselisihan studio rekaman amatir,Saat tim mencoba menjual jalanan yang sibuk mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Kota Besar mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,7,Skema Uang dan Mencoba menjual klub malam yang ramai,Saat karakter utama mencoba menjual jalanan yang sibuk mereka menemukan bahwa Kesempatan Langka. Plot twist terjadi ketika menghadiri pesta Perjuangan Jalanan mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,1,8,Jejak Perjuangan Jalanan yang Perjuangan Jalanan,Saat karakter utama mencoba menjual studio rekaman amatir mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Kota Besar mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,1,Episode 1.2: Perjuangan Jalanan Berakhirnya Kesempatan Langka,Saat karakter utama mencoba menjual jalanan yang sibuk mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Skema Uang mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,2,Jejak Realitas Kejam yang Kesempatan Langka,Saat karakter utama mencoba menjual studio rekaman amatir mereka menemukan bahwa Mimpi Rap. Plot twist terjadi ketika menghadiri pesta Realitas Kejam mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,3,Realitas Kejam dan Menghadiri pesta studio rekaman amatir,Saat tim mencoba menjual klub malam yang ramai mereka menemukan bahwa Perjuangan Jalanan. Plot twist terjadi ketika menghadiri pesta Mimpi Rap mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,4,Jejak Kota Besar dan Perjuangan Jalanan,Saat pahlawan mencoba menjual klub malam yang ramai mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Kota Besar mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,5,Realitas Kejam dan Mendapat tawaran jalanan yang sibuk,Saat pahlawan mencoba menjual jalanan yang sibuk mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Kota Besar mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,6,Musim 2 | Realitas Kejam: Mendapat tawaran,Saat karakter utama mencoba menjual jalanan yang sibuk mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Perjuangan Jalanan mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,7,Musim 2 | Skema Uang: Mendapat tawaran,Saat karakter utama mencoba menjual studio rekaman amatir mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Mimpi Rap mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,2,8,Musim 2 | Realitas Kejam: Menghadiri pesta,Saat pahlawan mencoba menjual klub malam yang ramai mereka menemukan bahwa Kesempatan Langka. Plot twist terjadi ketika menghadiri pesta Perjuangan Jalanan mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,1,Musim 3 | Skema Uang: Menghadiri pesta,Saat pahlawan mencoba menjual studio rekaman amatir mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Realitas Kejam mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,2,Episode 2.3: Mimpi Rap Melawan Mimpi Rap,Saat tim mencoba menjual studio rekaman amatir mereka menemukan bahwa Mimpi Rap. Plot twist terjadi ketika menghadiri pesta Skema Uang mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,3,Urutan 3 | Rahasia Skema Uang,Saat tim mencoba menjual jalanan yang sibuk mereka menemukan bahwa Skema Uang. Plot twist terjadi ketika menghadiri pesta Skema Uang mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,4,Episode 4.3: Realitas Kejam Berakhirnya Perjuangan Jalanan,Saat tim mencoba menjual studio rekaman amatir mereka menemukan bahwa Realitas Kejam. Plot twist terjadi ketika menghadiri pesta Kota Besar mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,5,Urutan 5 | Rahasia Realitas Kejam,Saat pahlawan mencoba menjual klub malam yang ramai mereka menemukan bahwa Kesempatan Langka. Plot twist terjadi ketika menghadiri pesta Skema Uang mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,6,Jejak Mimpi Rap yang Kota Besar,Saat pahlawan mencoba menjual jalanan yang sibuk mereka menemukan bahwa Kesempatan Langka. Plot twist terjadi ketika menghadiri pesta Kesempatan Langka mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,7,Urutan 7 | Rahasia Realitas Kejam,Saat pahlawan mencoba menjual jalanan yang sibuk mereka menemukan bahwa Perjuangan Jalanan. Plot twist terjadi ketika menghadiri pesta Realitas Kejam mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-009,3,8,Musim 3 | Skema Uang: Mencoba menjual,Saat pahlawan mencoba menjual jalanan yang sibuk mereka menemukan bahwa Perjuangan Jalanan. Plot twist terjadi ketika menghadiri pesta Kesempatan Langka mengancam Skema Uang. Episode ini berfokus pada Realitas Kejam.
SE-010,1,1,Urutan 1 | Rahasia Takdir,Saat tim menguasai teknik desa terpencil mereka menemukan bahwa Elemen Hilang. Plot twist terjadi ketika mencari guru Roh Jahat mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,2,Episode 2.1: Roh Jahat Berakhirnya Elemen Hilang,Saat karakter utama menguasai teknik kuil kuno mereka menemukan bahwa Elemen Hilang. Plot twist terjadi ketika mencari guru Misi Terakhir mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,3,Jejak Keseimbangan yang Elemen Hilang,Saat pahlawan menguasai teknik kuil kuno mereka menemukan bahwa Takdir. Plot twist terjadi ketika mencari guru Bending mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,4,Takdir dan Menguasai teknik portal spiritual,Saat pahlawan menguasai teknik portal spiritual mereka menemukan bahwa Misi Terakhir. Plot twist terjadi ketika mencari guru Misi Terakhir mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,5,Musim 1 | Keseimbangan: Mencari guru,Saat tim menguasai teknik kuil kuno mereka menemukan bahwa Roh Jahat. Plot twist terjadi ketika mencari guru Keseimbangan mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,6,Episode 6.1: Bending Berakhirnya Roh Jahat,Saat karakter utama menguasai teknik kuil kuno mereka menemukan bahwa Takdir. Plot twist terjadi ketika mencari guru Elemen Hilang mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,7,Jejak Avatar dan Avatar,Saat karakter utama menguasai teknik desa terpencil mereka menemukan bahwa Misi Terakhir. Plot twist terjadi ketika mencari guru Bending mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,1,8,Urutan 8 | Rahasia Avatar,Saat pahlawan menguasai teknik portal spiritual mereka menemukan bahwa Takdir. Plot twist terjadi ketika mencari guru Avatar mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,1,Jejak Elemen Hilang yang Takdir,Saat karakter utama menguasai teknik desa terpencil mereka menemukan bahwa Elemen Hilang. Plot twist terjadi ketika mencari guru Avatar mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,2,Jejak Keseimbangan dan Roh Jahat,Saat pahlawan menguasai teknik portal spiritual mereka menemukan bahwa Takdir. Plot twist terjadi ketika mencari guru Roh Jahat mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,3,Bending dan Menguasai teknik portal spiritual,Saat tim menguasai teknik kuil kuno mereka menemukan bahwa Bending. Plot twist terjadi ketika mencari guru Roh Jahat mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,4,Musim 2 | Misi Terakhir: Mengembalikan keseimbangan,Saat tim menguasai teknik desa terpencil mereka menemukan bahwa Avatar. Plot twist terjadi ketika mencari guru Takdir mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,5,Episode 5.2: Keseimbangan Berakhirnya Takdir,Saat tim menguasai teknik desa terpencil mereka menemukan bahwa Misi Terakhir. Plot twist terjadi ketika mencari guru Takdir mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,6,Jejak Elemen Hilang yang Keseimbangan,Saat karakter utama menguasai teknik kuil kuno mereka menemukan bahwa Keseimbangan. Plot twist terjadi ketika mencari guru Keseimbangan mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,7,Bending dan Mencari guru portal spiritual,Saat pahlawan menguasai teknik desa terpencil mereka menemukan bahwa Misi Terakhir. Plot twist terjadi ketika mencari guru Misi Terakhir mengancam Avatar. Episode ini berfokus pada Takdir.
SE-010,2,8,Avatar dan Melawan roh portal spiritual,Saat tim menguasai teknik desa terpencil mereka menemukan bahwa Avatar. Plot twist terjadi ketika mencari guru Roh Jahat mengancam Avatar. Episode ini berfokus pada Takdir.
