ID_Konten,Season,No_Urut,Judul_Episode,Sinopsis
SE-004,3,1,Parade Xenobiologi tanpa Perjanjian Damai,"Di episode musim 3, karakter utama membuktikan pelanggaran medan perang yang terasing, namun mereka dihadapkan pada Terraformasi. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengungkap Invasif sebelum terlambat."
SE-004,3,2,Parade Koloni Mars tanpa Xenobiologi,"Di episode musim 3, karakter utama memperdebatkan nasib pengadilan militer, namun mereka dihadapkan pada Perjanjian Damai. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengubah Invasif sebelum terlambat."
SE-004,3,3,Babak 3.3: Koloni Mars yang hilang,"Di episode musim 3, tim meluncurkan serangan balik stasiun luar angkasa, namun mereka dihadapkan pada Terraformasi. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera melarikan diri dari Invasif sebelum terlambat."
SE-004,3,4,Rahasia Invasif dari stasiun luar angkasa,"Di episode musim 3, tim melindungi saksi medan perang yang terasing, namun mereka dihadapkan pada Perjanjian Damai. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera melarikan diri dari Invasif sebelum terlambat."
SE-004,3,5,Rahasia Koloni Mars dari stasiun luar angkasa,"Di episode musim 3, tim meluncurkan serangan balik medan perang yang terasing, namun mereka dihadapkan pada Invasif. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera memulihkan Invasif sebelum terlambat."
SE-004,3,6,Misi Melindungi saksi Koloni Mars,"Di episode musim 3, karakter utama memperdebatkan nasib pengadilan militer, namun mereka dihadapkan pada Hukum Antarplanet. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengubah Invasif sebelum terlambat."
SE-004,4,1,Parade Hukum Antarplanet vs Perjanjian Damai,"Di episode musim 4, protagonis memperdebatkan nasib stasiun luar angkasa, namun mereka dihadapkan pada Xenobiologi. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengubah Invasif sebelum terlambat."
SE-004,4,2,S4 E2: Terraformasi dan Meluncurkan serangan balik,"Di episode musim 4, tim memperdebatkan nasib pengadilan militer, namun mereka dihadapkan pada Perjanjian Damai. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengubah Invasif sebelum terlambat."
SE-004,4,3,Babak 3.4: Terraformasi yang hilang,"Di episode musim 4, karakter utama meluncurkan serangan balik pengadilan militer, namun mereka dihadapkan pada Hukum Antarplanet. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera memulihkan Invasif sebelum terlambat."
SE-004,4,4,Misi Meluncurkan serangan balik Xenobiologi,"Di episode musim 4, karakter utama meluncurkan serangan balik medan perang yang terasing, namun mereka dihadapkan pada Hukum Antarplanet. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengubah Invasif sebelum terlambat."
SE-004,4,5,Babak 5.4: Terraformasi yang hilang,"Di episode musim 4, protagonis memperdebatkan nasib stasiun luar angkasa, namun mereka dihadapkan pada Terraformasi. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengungkap Invasif sebelum terlambat."
SE-004,4,6,S4 E6: Terraformasi dan Meluncurkan serangan balik,"Di episode musim 4, karakter utama melindungi saksi stasiun luar angkasa, namun mereka dihadapkan pada Invasif. Kebenaran episode ini mengungkapkan bahwa Hukum Antarplanet bertanggung jawab atas insiden Koloni Mars. Mereka harus segera mengubah Invasif sebelum terlambat."
SE-005,1,1,Misi Kembali ke detik Kesalahan Fatal,"Di episode musim 1, tim kembali ke detik laboratorium yang hancur, namun mereka dihadapkan pada Konsekuensi. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera memulihkan Masa Lalu sebelum terlambat."
SE-005,1,2,Misi Bersembunyi dari diri sendiri Kesalahan Fatal,"Di episode musim 1, protagonis bersembunyi dari diri sendiri titik waktu krusial, namun mereka dihadapkan pada Kesalahan Fatal. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,1,3,Misi Mencoba memperbaiki Teori Kekacauan,"Di episode musim 1, protagonis kembali ke detik realitas alternatif, namun mereka dihadapkan pada Teori Kekacauan. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera memulihkan Masa Lalu sebelum terlambat."
SE-005,1,4,Babak 4.1: Teori Kekacauan terakhir,"Di episode musim 1, karakter utama menghentikan versi realitas alternatif, namun mereka dihadapkan pada Kesalahan Fatal. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera melarikan diri dari Masa Lalu sebelum terlambat."
SE-005,1,5,S1 E5: Konsekuensi dan Kembali ke detik,"Di episode musim 1, tim bersembunyi dari diri sendiri realitas alternatif, namun mereka dihadapkan pada Kesalahan Fatal. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,1,6,Babak 6.1: Paradoks Waktu yang hilang,"Di episode musim 1, karakter utama bersembunyi dari diri sendiri realitas alternatif, namun mereka dihadapkan pada Teori Kekacauan. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengubah Masa Lalu sebelum terlambat."
SE-005,2,1,Misi Mencoba memperbaiki Perubahan Kecil,"Di episode musim 2, protagonis menghentikan versi laboratorium yang hancur, namun mereka dihadapkan pada Perubahan Kecil. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera melarikan diri dari Masa Lalu sebelum terlambat."
SE-005,2,2,Misi Bersembunyi dari diri sendiri Teori Kekacauan,"Di episode musim 2, karakter utama mencoba memperbaiki laboratorium yang hancur, namun mereka dihadapkan pada Teori Kekacauan. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera melarikan diri dari Masa Lalu sebelum terlambat."
SE-005,2,3,Parade Perubahan Kecil vs Kesalahan Fatal,"Di episode musim 2, karakter utama mencoba memperbaiki titik waktu krusial, namun mereka dihadapkan pada Kesalahan Fatal. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera melarikan diri dari Masa Lalu sebelum terlambat."
SE-005,2,4,Babak 4.2: Masa Lalu terakhir,"Di episode musim 2, protagonis kembali ke detik realitas alternatif, namun mereka dihadapkan pada Konsekuensi. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera memulihkan Masa Lalu sebelum terlambat."
SE-005,2,5,Parade Kesalahan Fatal tanpa Konsekuensi,"Di episode musim 2, karakter utama menghentikan versi realitas alternatif, namun mereka dihadapkan pada Paradoks Waktu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera memulihkan Masa Lalu sebelum terlambat."
SE-005,2,6,Rahasia Masa Lalu dari laboratorium yang hancur,"Di episode musim 2, karakter utama kembali ke detik laboratorium yang hancur, namun mereka dihadapkan pada Konsekuensi. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengubah Masa Lalu sebelum terlambat."
SE-005,3,1,Rahasia Paradoks Waktu dari laboratorium yang hancur,"Di episode musim 3, protagonis mencoba memperbaiki laboratorium yang hancur, namun mereka dihadapkan pada Konsekuensi. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera memulihkan Masa Lalu sebelum terlambat."
SE-005,3,2,Rahasia Teori Kekacauan dari realitas alternatif,"Di episode musim 3, tim menghentikan versi titik waktu krusial, namun mereka dihadapkan pada Kesalahan Fatal. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,3,3,Babak 3.3: Teori Kekacauan yang hilang,"Di episode musim 3, karakter utama mencoba memperbaiki titik waktu krusial, namun mereka dihadapkan pada Paradoks Waktu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,3,4,Misi Bersembunyi dari diri sendiri Masa Lalu,"Di episode musim 3, protagonis mencoba memperbaiki laboratorium yang hancur, namun mereka dihadapkan pada Masa Lalu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera melarikan diri dari Masa Lalu sebelum terlambat."
SE-005,3,5,Babak 5.3: Perubahan Kecil terakhir,"Di episode musim 3, karakter utama menghentikan versi realitas alternatif, namun mereka dihadapkan pada Masa Lalu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,3,6,Rahasia Masa Lalu dari titik waktu krusial,"Di episode musim 3, tim kembali ke detik realitas alternatif, namun mereka dihadapkan pada Masa Lalu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,4,1,Parade Teori Kekacauan di Perubahan Kecil,"Di episode musim 4, karakter utama menghentikan versi realitas alternatif, namun mereka dihadapkan pada Teori Kekacauan. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengubah Masa Lalu sebelum terlambat."
SE-005,4,2,Parade Perubahan Kecil di Masa Lalu,"Di episode musim 4, tim kembali ke detik realitas alternatif, namun mereka dihadapkan pada Perubahan Kecil. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,4,3,S4 E3: Masa Lalu dan Bersembunyi dari diri sendiri,"Di episode musim 4, tim mencoba memperbaiki realitas alternatif, namun mereka dihadapkan pada Paradoks Waktu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,4,4,Rahasia Teori Kekacauan dari titik waktu krusial,"Di episode musim 4, protagonis menghentikan versi realitas alternatif, namun mereka dihadapkan pada Paradoks Waktu. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengubah Masa Lalu sebelum terlambat."
SE-005,4,5,Rahasia Konsekuensi dari titik waktu krusial,"Di episode musim 4, tim bersembunyi dari diri sendiri laboratorium yang hancur, namun mereka dihadapkan pada Teori Kekacauan. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengungkap Masa Lalu sebelum terlambat."
SE-005,4,6,Rahasia Kesalahan Fatal dari titik waktu krusial,"Di episode musim 4, protagonis menghentikan versi realitas alternatif, namun mereka dihadapkan pada Konsekuensi. Kebenaran episode ini mengungkapkan bahwa Kesalahan Fatal bertanggung jawab atas insiden Perubahan Kecil. Mereka harus segera mengubah Masa Lalu sebelum terlambat."
SE-006,1,1,Rahasia Operasi Rahasia dari tempat persembunyian yang aman,"Di episode musim 1, protagonis melacak jejak markas sindikat, namun mereka dihadapkan pada Operasi Rahasia. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera memulihkan Balas Dendam sebelum terlambat."
SE-006,1,2,S1 E2: Operasi Rahasia dan Melindungi target,"Di episode musim 1, karakter utama mengambil alih operasi tempat persembunyian yang aman, namun mereka dihadapkan pada Balas Dendam. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera melarikan diri dari Balas Dendam sebelum terlambat."
SE-006,1,3,Parade Balas Dendam tanpa Sindikat Gelap,"Di episode musim 1, tim mengambil alih operasi tempat persembunyian yang aman, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,1,4,Rahasia Balas Dendam dari markas sindikat,"Di episode musim 1, karakter utama melindungi target jalanan kota yang sepi, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera melarikan diri dari Balas Dendam sebelum terlambat."
SE-006,1,5,Misi Melindungi target Operasi Rahasia,"Di episode musim 1, protagonis mengambil alih operasi jalanan kota yang sepi, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera memulihkan Balas Dendam sebelum terlambat."
SE-006,1,6,Babak 6.1: Sindikat Gelap yang hilang,"Di episode musim 1, tim mengambil alih operasi jalanan kota yang sepi, namun mereka dihadapkan pada Mata-Mata Ganda. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera memulihkan Balas Dendam sebelum terlambat."
SE-006,2,1,Misi Mengambil alih operasi Sindikat Gelap,"Di episode musim 2, karakter utama melacak jejak markas sindikat, namun mereka dihadapkan pada Mata-Mata Ganda. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,2,2,Parade Sindikat Gelap tanpa Keluarga yang Terancam,"Di episode musim 2, karakter utama melacak jejak markas sindikat, namun mereka dihadapkan pada Balas Dendam. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera memulihkan Balas Dendam sebelum terlambat."
SE-006,2,3,S2 E3: Operasi Rahasia dan Melacak jejak,"Di episode musim 2, tim membalas dendam atas markas sindikat, namun mereka dihadapkan pada Keluarga yang Terancam. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,2,4,Babak 4.2: Misi Perang terakhir,"Di episode musim 2, tim mengambil alih operasi markas sindikat, namun mereka dihadapkan pada Mata-Mata Ganda. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera melarikan diri dari Balas Dendam sebelum terlambat."
SE-006,2,5,Misi Mengambil alih operasi Misi Perang,"Di episode musim 2, protagonis mengambil alih operasi tempat persembunyian yang aman, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,2,6,Misi Melacak jejak Misi Perang,"Di episode musim 2, tim membalas dendam atas markas sindikat, namun mereka dihadapkan pada Operasi Rahasia. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,3,1,S3 E1: Balas Dendam dan Melindungi target,"Di episode musim 3, protagonis membalas dendam atas tempat persembunyian yang aman, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,3,2,Babak 2.3: Operasi Rahasia terakhir,"Di episode musim 3, tim melacak jejak tempat persembunyian yang aman, namun mereka dihadapkan pada Mata-Mata Ganda. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,3,3,Rahasia Balas Dendam dari tempat persembunyian yang aman,"Di episode musim 3, protagonis melacak jejak markas sindikat, namun mereka dihadapkan pada Balas Dendam. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,3,4,Misi Mengambil alih operasi Balas Dendam,"Di episode musim 3, karakter utama membalas dendam atas jalanan kota yang sepi, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,3,5,Babak 5.3: Operasi Rahasia terakhir,"Di episode musim 3, protagonis melacak jejak markas sindikat, namun mereka dihadapkan pada Mata-Mata Ganda. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,3,6,Misi Melindungi target Sindikat Gelap,"Di episode musim 3, karakter utama melindungi target jalanan kota yang sepi, namun mereka dihadapkan pada Operasi Rahasia. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,4,1,S4 E1: Balas Dendam dan Membalas dendam atas,"Di episode musim 4, karakter utama mengambil alih operasi markas sindikat, namun mereka dihadapkan pada Operasi Rahasia. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera memulihkan Balas Dendam sebelum terlambat."
SE-006,4,2,Parade Balas Dendam tanpa Misi Perang,"Di episode musim 4, tim mengambil alih operasi markas sindikat, namun mereka dihadapkan pada Keluarga yang Terancam. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,4,3,S4 E3: Operasi Rahasia dan Melindungi target,"Di episode musim 4, karakter utama melindungi target markas sindikat, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengubah Balas Dendam sebelum terlambat."
SE-006,4,4,Rahasia Keluarga yang Terancam dari jalanan kota yang sepi,"Di episode musim 4, karakter utama melindungi target tempat persembunyian yang aman, namun mereka dihadapkan pada Sindikat Gelap. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera mengungkap Balas Dendam sebelum terlambat."
SE-006,4,5,Parade Mata-Mata Ganda vs Operasi Rahasia,"Di episode musim 4, protagonis mengambil alih operasi markas sindikat, namun mereka dihadapkan pada Keluarga yang Terancam. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera memulihkan Balas Dendam sebelum terlambat."
SE-006,4,6,Parade Sindikat Gelap vs Mata-Mata Ganda,"Di episode musim 4, protagonis membalas dendam atas tempat persembunyian yang aman, namun mereka dihadapkan pada Misi Perang. Kebenaran episode ini mengungkapkan bahwa Misi Perang bertanggung jawab atas insiden Operasi Rahasia. Mereka harus segera melarikan diri dari Balas Dendam sebelum terlambat."
SE-007,1,1,Babak 1.1: Trauma terakhir,"Di episode musim 1, tim menghadapi kritik ruang tunggu eliminasi, namun mereka dihadapkan pada Trauma. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,1,2,Rahasia Trauma dari ruang latihan,"Di episode musim 1, karakter utama berjuang di babak ruang latihan, namun mereka dihadapkan pada Juri Kejam. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera melarikan diri dari Trauma sebelum terlambat."
SE-007,1,3,Parade Audisi Terakhir tanpa Trauma,"Di episode musim 1, protagonis mengatasi ketakutan ruang tunggu eliminasi, namun mereka dihadapkan pada Trauma. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera melarikan diri dari Trauma sebelum terlambat."
SE-007,1,4,Rahasia Audisi Terakhir dari panggung megah,"Di episode musim 1, tim berjuang di babak ruang latihan, namun mereka dihadapkan pada Trauma. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,1,5,S1 E5: Persaingan Sengit dan Berjuang di babak,"Di episode musim 1, protagonis berjuang di babak panggung megah, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengungkap Trauma sebelum terlambat."
SE-007,1,6,Parade Juri Kejam tanpa Persaingan Sengit,"Di episode musim 1, karakter utama harus tampil ruang latihan, namun mereka dihadapkan pada Audisi Terakhir. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera melarikan diri dari Trauma sebelum terlambat."
SE-007,2,1,S2 E1: Eliminasi Mendadak dan Menghadapi kritik,"Di episode musim 2, karakter utama mengatasi ketakutan panggung megah, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,2,2,Misi Menghadapi kritik Trauma,"Di episode musim 2, tim berjuang di babak ruang latihan, namun mereka dihadapkan pada Trauma. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera melarikan diri dari Trauma sebelum terlambat."
SE-007,2,3,Parade Trauma tanpa Panggung Impian,"Di episode musim 2, karakter utama berjuang di babak ruang latihan, namun mereka dihadapkan pada Juri Kejam. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera memulihkan Trauma sebelum terlambat."
SE-007,2,4,Rahasia Audisi Terakhir dari ruang latihan,"Di episode musim 2, karakter utama menghadapi kritik ruang tunggu eliminasi, namun mereka dihadapkan pada Eliminasi Mendadak. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera melarikan diri dari Trauma sebelum terlambat."
SE-007,2,5,S2 E5: Trauma dan Berjuang di babak,"Di episode musim 2, karakter utama harus tampil ruang latihan, namun mereka dihadapkan pada Persaingan Sengit. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera memulihkan Trauma sebelum terlambat."
SE-007,2,6,Parade Trauma di Eliminasi Mendadak,"Di episode musim 2, karakter utama harus tampil panggung megah, namun mereka dihadapkan pada Juri Kejam. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera melarikan diri dari Trauma sebelum terlambat."
SE-007,3,1,Rahasia Juri Kejam dari panggung megah,"Di episode musim 3, protagonis harus tampil ruang latihan, namun mereka dihadapkan pada Persaingan Sengit. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,3,2,Misi Berjuang di babak Audisi Terakhir,"Di episode musim 3, protagonis menghadapi kritik ruang latihan, namun mereka dihadapkan pada Trauma. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,3,3,Babak 3.3: Audisi Terakhir yang hilang,"Di episode musim 3, protagonis berjuang di babak ruang tunggu eliminasi, namun mereka dihadapkan pada Eliminasi Mendadak. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengungkap Trauma sebelum terlambat."
SE-007,3,4,Misi Mengatasi ketakutan Eliminasi Mendadak,"Di episode musim 3, tim harus tampil ruang tunggu eliminasi, namun mereka dihadapkan pada Juri Kejam. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,3,5,Babak 5.3: Eliminasi Mendadak terakhir,"Di episode musim 3, karakter utama berjuang di babak ruang latihan, namun mereka dihadapkan pada Eliminasi Mendadak. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,3,6,Rahasia Juri Kejam dari ruang tunggu eliminasi,"Di episode musim 3, tim berjuang di babak panggung megah, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengungkap Trauma sebelum terlambat."
SE-007,4,1,Babak 1.4: Trauma yang hilang,"Di episode musim 4, karakter utama mengatasi ketakutan ruang tunggu eliminasi, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,4,2,Rahasia Panggung Impian dari ruang tunggu eliminasi,"Di episode musim 4, karakter utama harus tampil panggung megah, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera memulihkan Trauma sebelum terlambat."
SE-007,4,3,Parade Audisi Terakhir di Persaingan Sengit,"Di episode musim 4, protagonis harus tampil panggung megah, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengubah Trauma sebelum terlambat."
SE-007,4,4,Rahasia Trauma dari ruang tunggu eliminasi,"Di episode musim 4, tim menghadapi kritik ruang latihan, namun mereka dihadapkan pada Eliminasi Mendadak. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera memulihkan Trauma sebelum terlambat."
SE-007,4,5,Babak 5.4: Persaingan Sengit yang hilang,"Di episode musim 4, karakter utama mengatasi ketakutan ruang tunggu eliminasi, namun mereka dihadapkan pada Panggung Impian. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera memulihkan Trauma sebelum terlambat."
SE-007,4,6,S4 E6: Persaingan Sengit dan Menghadapi kritik,"Di episode musim 4, protagonis menghadapi kritik panggung megah, namun mereka dihadapkan pada Audisi Terakhir. Kebenaran episode ini mengungkapkan bahwa Panggung Impian bertanggung jawab atas insiden Juri Kejam. Mereka harus segera mengungkap Trauma sebelum terlambat."
